"gaul1_code","map_code","gaul0_name","gaul1_name","continent","disp_en"
"3888","ESP","Spain","Comunidad Foral de Navarra","Europe","Comunidad Foral de Navarra, Spain"
"3899","SJM","Svalbard and Jan Mayen Islands","Administrative Unit Not Available","Europe","Svalbard and Jan Mayen Islands"
"1111","BFA","Burkina Faso","Plateau-Central","Africa","Plateau-Central, Burkina Faso"
"1571","SEN","Senegal","Kédougou","Africa","Kédougou, Senegal"
"3060","THA","Thailand","Roi Et","Asia","Roi Et, Thailand"
"3245","VNM","Viet Nam","Nghe An","Asia","Nghe An, Viet Nam"
"1343","GNB","Guinea-Bissau","Cacheu","Africa","Cacheu, Guinea-Bissau"
"2837","MYS","Malaysia","Selangor","Asia","Selangor, Malaysia"
"2960","SAU","Saudi Arabia","Hail","Asia","Hail, Saudi Arabia"
"1617","SSD","South Sudan","Central Equatoria","Africa","Central Equatoria, South Sudan"
"1978","DMA","Dominica","St. Peter","America","St. Peter, Dominica"
"1000","xAB","Abyei","Administrative Unit Not Available","Africa","Abyei"
"2579","IND","India","Arunchal Pradesh","Asia","Arunchal Pradesh, India"
"3578","ITA","Italy","Lazio","Europe","Lazio, Italy"
"3092","TLS","Timor-Leste","Liquiçá","Asia","Liquiçá, Timor-Leste"
"3850","SRB","Serbia","Zlatiborski","Europe","Zlatiborski, Serbia"
"2601","IND","India","Meghalaya","Asia","Meghalaya, India"
"3065","THA","Thailand","Samut Songkhram","Asia","Samut Songkhram, Thailand"
"2417","AFG","Afghanistan","Laghman","Asia","Laghman, Afghanistan"
"1541","NGA","Nigeria","Lagos","Africa","Lagos, Nigeria"
"1081","BEN","Benin","Plateau","Africa","Plateau, Benin"
"1469","MUS","Mauritius","Port-Louis","Africa","Port-Louis, Mauritius"
"2818","LBN","Lebanon","Akkar","Asia","Akkar, Lebanon"
"3109","TUR","Türkiye","Ankara","Asia","Ankara, Türkiye"
"2225","PRI","Puerto Rico","Aguadilla","America","Aguadilla, Puerto Rico"
"3626","LTU","Lithuania","Telšių apskr.","Europe","Telšių apskr., Lithuania"
"3852","SXM","Sint Maarten (Dutch part)","Cole Bay","Europe","Cole Bay, Sint Maarten (Dutch part)"
"1239","DJI","Djibouti","Arta","Africa","Arta, Djibouti"
"1006","DZA","Algeria","Batna","Africa","Batna, Algeria"
"2518","KHM","Cambodia","Phnom Penh","Asia","Phnom Penh, Cambodia"
"3317","AUT","Austria","Vorarlberg","Europe","Vorarlberg, Austria"
"3360","HRV","Croatia","Bjelovar","Europe","Bjelovar, Croatia"
"3664","NLD","Netherlands (Kingdom of the)","Gelderland","Europe","Gelderland, Netherlands (Kingdom of the)"
"2387","VEN","Venezuela (Bolivarian Republic Of)","Lara","America","Lara, Venezuela (Bolivarian Republic Of)"
"1422","LBR","Liberia","River Gee","Africa","River Gee, Liberia"
"1762","ARG","Argentina","Neuquén","America","Neuquén, Argentina"
"2325","USA","United States of America","Minnesota","America","Minnesota, United States of America"
"1123","BDI","Burundi","Mairie De Bujumbura","Africa","Mairie De Bujumbura, Burundi"
"3920","SWE","Sweden","Östergötland","Europe","Östergötland, Sweden"
"1090","BWA","Botswana","Kgatleng","Africa","Kgatleng, Botswana"
"3007","THA","Thailand","Amnat Charoen","Asia","Amnat Charoen, Thailand"
"3621","LTU","Lithuania","Kauno apskr.","Europe","Kauno apskr., Lithuania"
"2425","AFG","Afghanistan","Panjsher","Asia","Panjsher, Afghanistan"
"2617","IDN","Indonesia","Banten","Asia","Banten, Indonesia"
"2625","IDN","Indonesia","Jawa Timur","Asia","Jawa Timur, Indonesia"
"1948","CRI","Costa Rica","Guanacaste","America","Guanacaste, Costa Rica"
"2900","OMN","Oman","Ash Sharqiyah North","Asia","Ash Sharqiyah North, Oman"
"2216","PER","Peru","Madre De Dios","America","Madre De Dios, Peru"
"2067","GUY","Guyana","Pomeroon-Supenaam","America","Pomeroon-Supenaam, Guyana"
"1980","DOM","Dominican Republic","Cibao Noroeste","America","Cibao Noroeste, Dominican Republic"
"1307","GAB","Gabon","Ngounie","Africa","Ngounie, Gabon"
"3784","ROU","Romania","Buzau","Europe","Buzau, Romania"
"1182","TCD","Chad","Wadi Fira","Africa","Wadi Fira, Chad"
"2490","BTN","Bhutan","Samdrupjongkhar","Asia","Samdrupjongkhar, Bhutan"
"1587","SLE","Sierra Leone","Southern","Africa","Southern, Sierra Leone"
"3358","BGR","Bulgaria","Vratsa","Europe","Vratsa, Bulgaria"
"1066","AGO","Angola","Zaire","Africa","Zaire, Angola"
"2812","LAO","Lao People's Democratic Republic","Vientiane","Asia","Vientiane, Lao People's Democratic Republic"
"1223","COD","Democratic Republic of the Congo","Kwilu","Africa","Kwilu, Democratic Republic of the Congo"
"1399","KEN","Kenya","West Pokot","Africa","West Pokot, Kenya"
"3189","ARE","United Arab Emirates","Sharjah","Asia","Sharjah, United Arab Emirates"
"2280","TTO","Trinidad And Tobago","Couva-Tabaquite-Talparo","America","Couva-Tabaquite-Talparo, Trinidad And Tobago"
"3477","GRC","Greece","Makedonias Thrakis","Europe","Makedonias Thrakis, Greece"
"2644","IDN","Indonesia","Sulawesi Tenggara","Asia","Sulawesi Tenggara, Indonesia"
"3235","VNM","Viet Nam","Hung Yen","Asia","Hung Yen, Viet Nam"
"1931","COL","Colombia","Magdalena","America","Magdalena, Colombia"
"1042","DZA","Algeria","Tebessa","Africa","Tebessa, Algeria"
"3395","CZE","Czechia","Pardubický","Europe","Pardubický, Czechia"
"1705","TZA","United Republic of Tanzania","Simiyu","Africa","Simiyu, United Republic of Tanzania"
"2913","PHL","Philippines","Autonomous Region In Muslim Mindanao (Armm)","Asia","Autonomous Region In Muslim Mindanao (Armm), Philippines"
"1632","SDN","Sudan","Kassala","Africa","Kassala, Sudan"
"1214","COD","Democratic Republic of the Congo","Haut-Lomami","Africa","Haut-Lomami, Democratic Republic of the Congo"
"3107","TUR","Türkiye","Aksaray","Asia","Aksaray, Türkiye"
"2930","QAT","Qatar","Al Daayen Municipality","Asia","Al Daayen Municipality, Qatar"
"3125","TUR","Türkiye","Cankiri","Asia","Cankiri, Türkiye"
"1496","NAM","Namibia","Hardap","Africa","Hardap, Namibia"
"1922","COL","Colombia","Cauca","America","Cauca, Colombia"
"3843","SRB","Serbia","Severno-Banatski","Europe","Severno-Banatski, Serbia"
"2111","JAM","Jamaica","Trelawny","America","Trelawny, Jamaica"
"3226","VNM","Viet Nam","Ha Giang","Asia","Ha Giang, Viet Nam"
"3875","SVN","Slovenia","Pomurska","Europe","Pomurska, Slovenia"
"2851","MDV","Maldives","Kaafu","Asia","Kaafu, Maldives"
"1150","CMR","Cameroon","Sud","Africa","Sud, Cameroon"
"1957","CUB","Cuba","Granma","America","Granma, Cuba"
"2168","NIC","Nicaragua","Río San Juan","America","Río San Juan, Nicaragua"
"2573","PRK","Democratic People's Republic of Korea","South Hwanghae","Asia","South Hwanghae, Democratic People's Republic of Korea"
"3632","LUX","Luxembourg","Luxembourg","Europe","Luxembourg, Luxembourg"
"2876","MNG","Mongolia","Selenge","Asia","Selenge, Mongolia"
"3932","CHE","Switzerland","Luzern","Europe","Luzern, Switzerland"
"1829","BMU","Bermuda","Southampton","America","Southampton, Bermuda"
"2323","USA","United States of America","Massachusetts","America","Massachusetts, United States of America"
"2294","TCA","Turks And Caicos Islands","Middle Caicos","America","Middle Caicos, Turks And Caicos Islands"
"3151","TUR","Türkiye","Kirikkale","Asia","Kirikkale, Türkiye"
"2676","IRN","Iran (Islamic Republic Of)","Tehran","Asia","Tehran, Iran (Islamic Republic Of)"
"1903","CHL","Chile","Región De Los Lagos","America","Región De Los Lagos, Chile"
"3127","TUR","Türkiye","Denizli","Asia","Denizli, Türkiye"
"2927","PHL","Philippines","Region Xi (Davao Region)","Asia","Region Xi (Davao Region), Philippines"
"3339","BGR","Bulgaria","Lovech","Europe","Lovech, Bulgaria"
"1947","CRI","Costa Rica","Cartago","America","Cartago, Costa Rica"
"4087","TUV","Tuvalu","Nui","Oceania","Nui, Tuvalu"
"1942","COL","Colombia","Tolima","America","Tolima, Colombia"
"1676","UGA","Uganda","Eastern","Africa","Eastern, Uganda"
"1280","ERI","Eritrea","Debub","Africa","Debub, Eritrea"
"3808","ROU","Romania","Sibiu","Europe","Sibiu, Romania"
"4001","KIR","Kiribati","Northern","Oceania","Northern, Kiribati"
"1051","AGO","Angola","Bié","Africa","Bié, Angola"
"2846","MDV","Maldives","Faafu","Asia","Faafu, Maldives"
"3770","MDA","Republic of Moldova","Telenesti","Europe","Telenesti, Republic of Moldova"
"1194","COG","Congo","Plateaux","Africa","Plateaux, Congo"
"2759","JOR","Jordan","Karak","Asia","Karak, Jordan"
"2483","BTN","Bhutan","Gasa","Asia","Gasa, Bhutan"
"3955","UKR","Ukraine","Khersonska","Europe","Khersonska, Ukraine"
"2082","HND","Honduras","Choluteca","America","Choluteca, Honduras"
"3556","IMN","Isle of Man","Jurby","Europe","Jurby, Isle of Man"
"3988","AUS","Australia","Western Australia","Oceania","Western Australia, Australia"
"2523","KHM","Cambodia","Ratanak Kiri","Asia","Ratanak Kiri, Cambodia"
"3181","TUR","Türkiye","Yalova","Asia","Yalova, Türkiye"
"3950","UKR","Ukraine","Chernivetska","Europe","Chernivetska, Ukraine"
"1018","DZA","Algeria","El Oued","Africa","El Oued, Algeria"
"1404","LSO","Lesotho","Maseru","Africa","Maseru, Lesotho"
"1106","BFA","Burkina Faso","Centre-Ouest","Africa","Centre-Ouest, Burkina Faso"
"2160","NIC","Nicaragua","Madriz","America","Madriz, Nicaragua"
"1787","BHS","Bahamas","Hope Town","America","Hope Town, Bahamas"
"1069","SHN","Ascension, Saint Helena and Tristan da Cunha","Tristan Da Cunha","Africa","Tristan Da Cunha, Ascension, Saint Helena and Tristan da Cunha"
"3212","VNM","Viet Nam","Binh Dinh","Asia","Binh Dinh, Viet Nam"
"1652","TUN","Tunisia","Beja","Africa","Beja, Tunisia"
"3919","SWE","Sweden","Örebro","Europe","Örebro, Sweden"
"4083","TUV","Tuvalu","Nanumaga","Oceania","Nanumaga, Tuvalu"
"2410","AFG","Afghanistan","Jawzjan","Asia","Jawzjan, Afghanistan"
"4019","NZL","New Zealand","Nelson Region","Oceania","Nelson Region, New Zealand"
"3413","EST","Estonia","Lääne maakond","Europe","Lääne maakond, Estonia"
"2677","IRN","Iran (Islamic Republic Of)","Waterbody","Asia","Waterbody, Iran (Islamic Republic Of)"
"2377","VEN","Venezuela (Bolivarian Republic Of)","Barinas","America","Barinas, Venezuela (Bolivarian Republic Of)"
"2217","PER","Peru","Moquegua","America","Moquegua, Peru"
"2272","SUR","Suriname","Nickerie","America","Nickerie, Suriname"
"2530","IOT","Chagos Archipelagio","Administrative Unit Not Available","Asia","Chagos Archipelagio"
"3869","SVN","Slovenia","Goriška","Europe","Goriška, Slovenia"
"3890","ESP","Spain","Comunitat Valenciana","Europe","Comunitat Valenciana, Spain"
"1363","KEN","Kenya","Kakamega","Africa","Kakamega, Kenya"
"1602","SOM","Somalia","Nugaal","Africa","Nugaal, Somalia"
"1147","CMR","Cameroon","Nord","Africa","Nord, Cameroon"
"2738","JPN","Japan","Saga","Asia","Saga, Japan"
"1808","BRB","Barbados","Saint James","America","Saint James, Barbados"
"3250","VNM","Viet Nam","Quang Binh","Asia","Quang Binh, Viet Nam"
"2013","SLV","El Salvador","Ahuachapán","America","Ahuachapán, El Salvador"
"1262","EGY","Egypt","Menoufia","Africa","Menoufia, Egypt"
"1724","ZWE","Zimbabwe","Mashonaland Central","Africa","Mashonaland Central, Zimbabwe"
"2357","URY","Uruguay","Colonia","America","Colonia, Uruguay"
"1837","BOL","Bolivia (Plurinational State of)","Potosí","America","Potosí, Bolivia (Plurinational State of)"
"1449","MRT","Mauritania","Dakhlet-Nouadhibou","Africa","Dakhlet-Nouadhibou, Mauritania"
"2135","MEX","Mexico","Nuevo León","America","Nuevo León, Mexico"
"2514","KHM","Cambodia","Kratie","Asia","Kratie, Cambodia"
"1237","COD","Democratic Republic of the Congo","Équateur","Africa","Équateur, Democratic Republic of the Congo"
"2103","JAM","Jamaica","Portland","America","Portland, Jamaica"
"2728","JPN","Japan","Mie","Asia","Mie, Japan"
"3878","SVN","Slovenia","Savinjska","Europe","Savinjska, Slovenia"
"3871","SVN","Slovenia","Koroška","Europe","Koroška, Slovenia"
"2138","MEX","Mexico","Querétaro","America","Querétaro, Mexico"
"2150","MSR","Montserrat","Saint Georges","America","Saint Georges, Montserrat"
"3145","TUR","Türkiye","Karabuk","Asia","Karabuk, Türkiye"
"1350","HMD","Heard Isl. & McDonald Is. (Aust.)","Administrative Unit Not Available","Africa","Heard Isl. & McDonald Is. (Aust.)"
"2809","LAO","Lao People's Democratic Republic","Phongsaly","Asia","Phongsaly, Lao People's Democratic Republic"
"3289","YEM","Yemen","Ta'Iz","Asia","Ta'Iz, Yemen"
"2632","IDN","Indonesia","Kepulauan Riau","Asia","Kepulauan Riau, Indonesia"
"4012","NZL","New Zealand","Auckland Region","Oceania","Auckland Region, New Zealand"
"4101","VUT","Vanuatu","Sanma - Rural","Oceania","Sanma - Rural, Vanuatu"
"2005","ECU","Ecuador","Orellana","America","Orellana, Ecuador"
"3840","SRB","Serbia","Pčinjski","Europe","Pčinjski, Serbia"
"2374","VEN","Venezuela (Bolivarian Republic Of)","Anzoategui","America","Anzoategui, Venezuela (Bolivarian Republic Of)"
"2946","KOR","Republic Of Korea","Kyonggi-Do","Asia","Kyonggi-Do, Republic Of Korea"
"3641","MNE","Montenegro","Bar","Europe","Bar, Montenegro"
"3076","THA","Thailand","Trang","Asia","Trang, Thailand"
"3038","THA","Thailand","Nan","Asia","Nan, Thailand"
"1425","LBY","Libya","East","Africa","East, Libya"
"2408","AFG","Afghanistan","Hilmand","Asia","Hilmand, Afghanistan"
"3445","GEO","Georgia","Adjara (Adjaria) Autonomous Republic","Europe","Adjara (Adjaria) Autonomous Republic, Georgia"
"3653","MNE","Montenegro","Pljevlja","Europe","Pljevlja, Montenegro"
"3930","CHE","Switzerland","Graubünden","Europe","Graubünden, Switzerland"
"2321","USA","United States of America","Maine","America","Maine, United States of America"
"2351","USA","United States of America","West Virginia","America","West Virginia, United States of America"
"1883","CAN","Canada","Nova Scotia / Nouvelle-Écosse","America","Nova Scotia / Nouvelle-Écosse, Canada"
"3246","VNM","Viet Nam","Ninh Binh","Asia","Ninh Binh, Viet Nam"
"1474","MAR","Morocco","Béni Mellal-Khénifra","Africa","Béni Mellal-Khénifra, Morocco"
"3027","THA","Thailand","Loei","Asia","Loei, Thailand"
"3968","UKR","Ukraine","Vinnytska","Europe","Vinnytska, Ukraine"
"3622","LTU","Lithuania","Klaipėdos apskr.","Europe","Klaipėdos apskr., Lithuania"
"1277","GNQ","Equatorial Guinea","Litoral","Africa","Litoral, Equatorial Guinea"
"2234","KNA","Saint Kitts And Nevis","Christ Church Nichola Town","America","Christ Church Nichola Town, Saint Kitts And Nevis"
"4027","NZL","New Zealand","West Coast Region","Oceania","West Coast Region, New Zealand"
"2157","NIC","Nicaragua","Granada","America","Granada, Nicaragua"
"3870","SVN","Slovenia","Jugovzhodna Slovenija","Europe","Jugovzhodna Slovenija, Slovenia"
"1074","BEN","Benin","Borgou","Africa","Borgou, Benin"
"1093","BWA","Botswana","North East","Africa","North East, Botswana"
"2628","IDN","Indonesia","Kalimantan Tengah","Asia","Kalimantan Tengah, Indonesia"
"3822","RUS","Russian Federation","Ural Federal District","Europe","Ural Federal District, Russian Federation"
"3716","PRT","Portugal","Castelo Branco","Europe","Castelo Branco, Portugal"
"2220","PER","Peru","Puno","America","Puno, Peru"
"2959","SAU","Saudi Arabia","Eastern Region","Asia","Eastern Region, Saudi Arabia"
"1094","BWA","Botswana","North West","Africa","North West, Botswana"
"3331","BIH","Bosnia and Herzegovina","Republika Srpska","Europe","Republika Srpska, Bosnia and Herzegovina"
"3969","UKR","Ukraine","Volynska","Europe","Volynska, Ukraine"
"3390","CZE","Czechia","Karlovarský","Europe","Karlovarský, Czechia"
"2745","JPN","Japan","Tokyo","Asia","Tokyo, Japan"
"3887","ESP","Spain","Ceuta","Europe","Ceuta, Spain"
"1116","BDI","Burundi","Bururi","Africa","Bururi, Burundi"
"2210","PER","Peru","Ica","America","Ica, Peru"
"2827","MYS","Malaysia","Kedah","Asia","Kedah, Malaysia"
"2270","SUR","Suriname","Coronie","America","Coronie, Suriname"
"2789","KWT","Kuwait","Al Jahrah","Asia","Al Jahrah, Kuwait"
"1613","ZAF","South Africa","North West","Africa","North West, South Africa"
"1863","BRA","Brazil","Rio Grande Do Sul","America","Rio Grande Do Sul, Brazil"
"3700","POL","Poland","Mazowieckie","Europe","Mazowieckie, Poland"
"3895","ESP","Spain","Melilla","Europe","Melilla, Spain"
"3929","CHE","Switzerland","Glarus","Europe","Glarus, Switzerland"
"3221","VNM","Viet Nam","Dak Nong","Asia","Dak Nong, Viet Nam"
"2398","AFG","Afghanistan","Badakhshan","Asia","Badakhshan, Afghanistan"
"2635","IDN","Indonesia","Maluku Utara","Asia","Maluku Utara, Indonesia"
"2195","PRY","Paraguay","Misiones","America","Misiones, Paraguay"
"3154","TUR","Türkiye","Kocaeli","Asia","Kocaeli, Türkiye"
"3160","TUR","Türkiye","Mersin","Asia","Mersin, Türkiye"
"3555","IMN","Isle of Man","German","Europe","German, Isle of Man"
"3553","IMN","Isle of Man","Castletown","Europe","Castletown, Isle of Man"
"2062","GUY","Guyana","Cuyuni-Mazaruni","America","Cuyuni-Mazaruni, Guyana"
"3435","FRA","France","Corse","Europe","Corse, France"
"4061","WSM","Samoa","Palauli","Oceania","Palauli, Samoa"
"2817","LAO","Lao People's Democratic Republic","Xiengkhouang","Asia","Xiengkhouang, Lao People's Democratic Republic"
"3456","DEU","Germany","Baden-Württemberg","Europe","Baden-Württemberg, Germany"
"1036","DZA","Algeria","Saida","Africa","Saida, Algeria"
"1656","TUN","Tunisia","Gafsa","Africa","Gafsa, Tunisia"
"2609","IND","India","Tamil Nadu","Asia","Tamil Nadu, India"
"2464","BHR","Bahrain","Isa Town","Asia","Isa Town, Bahrain"
"1306","GAB","Gabon","Moyen-Ogooue","Africa","Moyen-Ogooue, Gabon"
"2469","BHR","Bahrain","Riffa","Asia","Riffa, Bahrain"
"3537","IRL","Ireland","Mayo","Europe","Mayo, Ireland"
"4098","UMI","United States Minor Outlying Islands","Wake Island","Oceania","Wake Island, United States Minor Outlying Islands"
"1954","CUB","Cuba","Camagüey","America","Camagüey, Cuba"
"2269","SUR","Suriname","Commewijne","America","Commewijne, Suriname"
"3374","HRV","Croatia","Varaždin","Europe","Varaždin, Croatia"
"3021","THA","Thailand","Kamphaeng Phet","Asia","Kamphaeng Phet, Thailand"
"3638","MLT","Malta","Western Region","Europe","Western Region, Malta"
"3785","ROU","Romania","Calarasi","Europe","Calarasi, Romania"
"3392","CZE","Czechia","Liberecký","Europe","Liberecký, Czechia"
"1502","NAM","Namibia","Ohangwena","Africa","Ohangwena, Namibia"
"2055","GTM","Guatemala","San Marcos","America","San Marcos, Guatemala"
"1199","CIV","Côte D'Ivoire","Bas-Sassandra","Africa","Bas-Sassandra, Côte D'Ivoire"
"1487","MOZ","Mozambique","Inhambane","Africa","Inhambane, Mozambique"
"1180","TCD","Chad","Tandjilé","Africa","Tandjilé, Chad"
"2075","HTI","Haiti","Nord","America","Nord, Haiti"
"2776","KAZ","Kazakhstan","Kostanay Region","Asia","Kostanay Region, Kazakhstan"
"2162","NIC","Nicaragua","Masaya","America","Masaya, Nicaragua"
"2486","BTN","Bhutan","Monggar","Asia","Monggar, Bhutan"
"3297","ALB","Albania","Korce","Europe","Korce, Albania"
"2460","BHR","Bahrain","Central Region","Asia","Central Region, Bahrain"
"1022","DZA","Algeria","Illizi","Africa","Illizi, Algeria"
"1814","BRB","Barbados","Saint Philip","America","Saint Philip, Barbados"
"3393","CZE","Czechia","Moravskoslezský","Europe","Moravskoslezský, Czechia"
"2972","SGP","Singapore","Marine Parade","Asia","Marine Parade, Singapore"
"1283","ERI","Eritrea","Maekel","Africa","Maekel, Eritrea"
"3802","ROU","Romania","Mures","Europe","Mures, Romania"
"2156","NIC","Nicaragua","Estelí","America","Estelí, Nicaragua"
"1740","ATG","Antigua And Barbuda","Barbuda","America","Barbuda, Antigua And Barbuda"
"1436","MWI","Malawi","Southern Region","Africa","Southern Region, Malawi"
"3679","MKD","North Macedonia","Southwest","Europe","Southwest, North Macedonia"
"2828","MYS","Malaysia","Kelantan","Asia","Kelantan, Malaysia"
"3479","GRC","Greece","Thessalias Stereas Elladas","Europe","Thessalias Stereas Elladas, Greece"
"2137","MEX","Mexico","Puebla","America","Puebla, Mexico"
"1556","RWA","Rwanda","Iburasirazuba","Africa","Iburasirazuba, Rwanda"
"2190","PRY","Paraguay","Central","America","Central, Paraguay"
"4058","WSM","Samoa","Fa'asaleleage","Oceania","Fa'asaleleage, Samoa"
"3023","THA","Thailand","Khon Kaen","Asia","Khon Kaen, Thailand"
"2496","BTN","Bhutan","Trongsa","Asia","Trongsa, Bhutan"
"1958","CUB","Cuba","Guantánamo","America","Guantánamo, Cuba"
"1750","ARG","Argentina","Chaco","America","Chaco, Argentina"
"1943","COL","Colombia","Valle Del Cauca","America","Valle Del Cauca, Colombia"
"2943","KOR","Republic Of Korea","Inchon","Asia","Inchon, Republic Of Korea"
"1915","COL","Colombia","Arauca","America","Arauca, Colombia"
"3436","FRA","France","Grand Est","Europe","Grand Est, France"
"3428","FIN","Finland","Lounais-Suomen aluehallintovirasto","Europe","Lounais-Suomen aluehallintovirasto, Finland"
"2073","HTI","Haiti","Grand-Anse","America","Grand-Anse, Haiti"
"1793","BHS","Bahamas","New Providence","America","New Providence, Bahamas"
"3792","ROU","Romania","Galati","Europe","Galati, Romania"
"1100","BVT","Bouvet Island","Administrative Unit Not Available","Africa","Bouvet Island"
"3196","UZB","Uzbekistan","Khorezm","Asia","Khorezm, Uzbekistan"
"3631","LUX","Luxembourg","Grevenmacher","Europe","Grevenmacher, Luxembourg"
"2385","VEN","Venezuela (Bolivarian Republic Of)","Guarico","America","Guarico, Venezuela (Bolivarian Republic Of)"
"1597","SOM","Somalia","Lower Juba","Africa","Lower Juba, Somalia"
"1049","AGO","Angola","Bengo","Africa","Bengo, Angola"
"3408","EST","Estonia","Harju maakond","Europe","Harju maakond, Estonia"
"3584","ITA","Italy","Puglia","Europe","Puglia, Italy"
"1192","COG","Congo","Likouala","Africa","Likouala, Congo"
"2688","IRQ","Iraq","Baghdad","Asia","Baghdad, Iraq"
"2237","KNA","Saint Kitts And Nevis","Saint George Gingerland","America","Saint George Gingerland, Saint Kitts And Nevis"
"1569","SEN","Senegal","Kaolack","Africa","Kaolack, Senegal"
"2499","BTN","Bhutan","Zhemgang","Asia","Zhemgang, Bhutan"
"1951","CRI","Costa Rica","Puntarenas","America","Puntarenas, Costa Rica"
"3777","ROU","Romania","Bacau","Europe","Bacau, Romania"
"2239","KNA","Saint Kitts And Nevis","Saint John Capisterre","America","Saint John Capisterre, Saint Kitts And Nevis"
"3848","SRB","Serbia","Zaječarski","Europe","Zaječarski, Serbia"
"3240","VNM","Viet Nam","Lam Dong","Asia","Lam Dong, Viet Nam"
"1234","COD","Democratic Republic of the Congo","Tanganyika","Africa","Tanganyika, Democratic Republic of the Congo"
"3432","FRA","France","Bourgogne-Franche-Comté","Europe","Bourgogne-Franche-Comté, France"
"2152","NIC","Nicaragua","Boaco","America","Boaco, Nicaragua"
"3505","HUN","Hungary","Komarom Esztergom","Europe","Komarom Esztergom, Hungary"
"2931","QAT","Qatar","Al Khor And Al Thakhira Municipality","Asia","Al Khor And Al Thakhira Municipality, Qatar"
"1869","BRA","Brazil","Tocantins","America","Tocantins, Brazil"
"3916","SWE","Sweden","Västernorrland","Europe","Västernorrland, Sweden"
"3330","BIH","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","Europe","Federation of Bosnia and Herzegovina, Bosnia and Herzegovina"
"1615","ZAF","South Africa","Wc","Africa","Wc, South Africa"
"3345","BGR","Bulgaria","Razgrad","Europe","Razgrad, Bulgaria"
"3589","ITA","Italy","Umbria","Europe","Umbria, Italy"
"1157","CAF","Central African Republic","Plateaux","Africa","Plateaux, Central African Republic"
"4052","PNG","Papua New Guinea","Western Highlands Province","Oceania","Western Highlands Province, Papua New Guinea"
"1812","BRB","Barbados","Saint Michael","America","Saint Michael, Barbados"
"3334","BGR","Bulgaria","Dobrich","Europe","Dobrich, Bulgaria"
"1895","CYM","Cayman Islands","Sister Islands","America","Sister Islands, Cayman Islands"
"3304","AND","Andorra","Canillo","Europe","Canillo, Andorra"
"1398","KEN","Kenya","Wajir","Africa","Wajir, Kenya"
"1339","GIN","Guinea","Nzerekore","Africa","Nzerekore, Guinea"
"3812","ROU","Romania","Tulcea","Europe","Tulcea, Romania"
"1309","GAB","Gabon","Ogooue-Ivindo","Africa","Ogooue-Ivindo, Gabon"
"3071","THA","Thailand","Sukhothai","Asia","Sukhothai, Thailand"
"2318","USA","United States of America","Kansas","America","Kansas, United States of America"
"1334","GIN","Guinea","Faranah","Africa","Faranah, Guinea"
"1528","NGA","Nigeria","Edo","Africa","Edo, Nigeria"
"3141","TUR","Türkiye","Isparta","Asia","Isparta, Türkiye"
"1955","CUB","Cuba","Ciego De Ávila","America","Ciego De Ávila, Cuba"
"3857","SXM","Sint Maarten (Dutch part)","Philipsburg","Europe","Philipsburg, Sint Maarten (Dutch part)"
"2951","KOR","Republic Of Korea","Taegu","Asia","Taegu, Republic Of Korea"
"2126","MEX","Mexico","Durango","America","Durango, Mexico"
"3080","THA","Thailand","Uthai Thani","Asia","Uthai Thani, Thailand"
"3191","UZB","Uzbekistan","Andizhan","Asia","Andizhan, Uzbekistan"
"3889","ESP","Spain","Comunidad de Madrid","Europe","Comunidad de Madrid, Spain"
"2689","IRQ","Iraq","Diyala","Asia","Diyala, Iraq"
"1464","MUS","Mauritius","Grand Port","Africa","Grand Port, Mauritius"
"3042","THA","Thailand","Nonthaburi","Asia","Nonthaburi, Thailand"
"3427","FIN","Finland","Lapin aluehallintovirasto","Europe","Lapin aluehallintovirasto, Finland"
"3527","IRL","Ireland","Dublin","Europe","Dublin, Ireland"
"3951","UKR","Ukraine","Dnipropetrovska","Europe","Dnipropetrovska, Ukraine"
"3325","BLR","Belarus","Vitebsk","Europe","Vitebsk, Belarus"
"3566","IMN","Isle of Man","Peel","Europe","Peel, Isle of Man"
"2560","CHN","China","Yunnan Province","Asia","Yunnan Province, China"
"2022","SLV","El Salvador","San Salvador","America","San Salvador, El Salvador"
"2051","GTM","Guatemala","Quetzaltenango","America","Quetzaltenango, Guatemala"
"1075","BEN","Benin","Collines","Africa","Collines, Benin"
"3279","YEM","Yemen","Hajjah","Asia","Hajjah, Yemen"
"3905","SWE","Sweden","Jämtland","Europe","Jämtland, Sweden"
"2949","KOR","Republic Of Korea","Pusan","Asia","Pusan, Republic Of Korea"
"4105","VUT","Vanuatu","Tafea - Rural","Oceania","Tafea - Rural, Vanuatu"
"3391","CZE","Czechia","Královéhradecký","Europe","Královéhradecký, Czechia"
"3604","LVA","Latvia","Kurzeme","Europe","Kurzeme, Latvia"
"1871","VGB","British Virgin Islands","Cooper Island","America","Cooper Island, British Virgin Islands"
"1655","TUN","Tunisia","Gabes","Africa","Gabes, Tunisia"
"1842","BES","Bonaire, Sint Eustatius And Saba","Sint Eustatius","America","Sint Eustatius, Bonaire, Sint Eustatius And Saba"
"3230","VNM","Viet Nam","Hai Duong","Asia","Hai Duong, Viet Nam"
"2035","GRD","Grenada","Saint Mark","America","Saint Mark, Grenada"
"1742","ATG","Antigua And Barbuda","Saint George","America","Saint George, Antigua And Barbuda"
