"gaul1_code","map_code","gaul0_name","gaul1_name","continent","disp_en"
"2652","IRN","Iran (Islamic Republic Of)","Chaharmahal And Bakhtiari","Asia","Chaharmahal And Bakhtiari, Iran (Islamic Republic Of)"
"3921","CHE","Switzerland","Aargau","Europe","Aargau, Switzerland"
"4007","FSM","Micronesia (Federated States of)","Pohnpei","Oceania","Pohnpei, Micronesia (Federated States of)"
"1849","BRA","Brazil","Distrito Federal","America","Distrito Federal, Brazil"
"2086","HND","Honduras","Cortes","America","Cortes, Honduras"
"3035","THA","Thailand","Nakhon Ratchasima","Asia","Nakhon Ratchasima, Thailand"
"1763","ARG","Argentina","Río Negro","America","Río Negro, Argentina"
"2833","MYS","Malaysia","Perlis","Asia","Perlis, Malaysia"
"1531","NGA","Nigeria","Federal Capital Territory","Africa","Federal Capital Territory, Nigeria"
"1935","COL","Colombia","Not Available","America","Not Available, Colombia"
"2083","HND","Honduras","Colon","America","Colon, Honduras"
"2641","IDN","Indonesia","Sulawesi Barat","Asia","Sulawesi Barat, Indonesia"
"3904","SWE","Sweden","Halland","Europe","Halland, Sweden"
"2525","KHM","Cambodia","Stung Treng","Asia","Stung Treng, Cambodia"
"2014","SLV","El Salvador","Cabañas","America","Cabañas, El Salvador"
"1710","ESH","Western Sahara","Administrative Unit Not Available","Africa","Western Sahara"
"1875","VGB","British Virgin Islands","Tortola","America","Tortola, British Virgin Islands"
"1566","SEN","Senegal","Diourbel","Africa","Diourbel, Senegal"
"3305","AND","Andorra","Encamp","Europe","Encamp, Andorra"
"1785","BHS","Bahamas","Grand Cay","America","Grand Cay, Bahamas"
"3123","TUR","Türkiye","Bursa","Asia","Bursa, Türkiye"
"3688","NOR","Norway","Oslo","Europe","Oslo, Norway"
"1806","BRB","Barbados","Saint Andrew","America","Saint Andrew, Barbados"
"2232","PRI","Puerto Rico","San Juan","America","San Juan, Puerto Rico"
"2826","MYS","Malaysia","Johor","Asia","Johor, Malaysia"
"1479","MAR","Morocco","Marrakech-Safi","Africa","Marrakech-Safi, Morocco"
"1173","TCD","Chad","Mayo-Kebbi Est","Africa","Mayo-Kebbi Est, Chad"
"2535","CHN","China","Gansu Province","Asia","Gansu Province, China"
"1292","ETH","Ethiopia","Benishangul Gumz","Africa","Benishangul Gumz, Ethiopia"
"3383","CYP","Cyprus","Keryneia","Europe","Keryneia, Cyprus"
"1886","CAN","Canada","Prince Edward Island / Île-Du-Prince-Édouard","America","Prince Edward Island / Île-Du-Prince-Édouard, Canada"
"2976","SGP","Singapore","Tanjong Pagar","Asia","Tanjong Pagar, Singapore"
"2643","IDN","Indonesia","Sulawesi Tengah","Asia","Sulawesi Tengah, Indonesia"
"1989","ECU","Ecuador","Azuay","America","Azuay, Ecuador"
"2079","HTI","Haiti","Sud","America","Sud, Haiti"
"3273","YEM","Yemen","Al Jawf","Asia","Al Jawf, Yemen"
"1969","DMA","Dominica","St. Andrew","America","St. Andrew, Dominica"
"3763","MDA","Republic of Moldova","Riscani","Europe","Riscani, Republic of Moldova"
"2456","AZE","Azerbaijan","Nakhchivan Economic Region","Asia","Nakhchivan Economic Region, Azerbaijan"
"1259","EGY","Egypt","Luxor","Africa","Luxor, Egypt"
"3828","SRB","Serbia","Grad Beograd","Europe","Grad Beograd, Serbia"
"3945","CHE","Switzerland","Zug","Europe","Zug, Switzerland"
"3069","THA","Thailand","Sing Buri","Asia","Sing Buri, Thailand"
"2277","SUR","Suriname","Wanica","America","Wanica, Suriname"
"2399","AFG","Afghanistan","Badghis","Asia","Badghis, Afghanistan"
"1610","ZAF","South Africa","Kwa-Zulu Natal","Africa","Kwa-Zulu Natal, South Africa"
"1477","MAR","Morocco","Grand Casablanca-Settat","Africa","Grand Casablanca-Settat, Morocco"
"2504","KHM","Cambodia","Banteay Meanchey","Asia","Banteay Meanchey, Cambodia"
"1007","DZA","Algeria","Bechar","Africa","Bechar, Algeria"
"2901","OMN","Oman","Ash Sharqiyah South","Asia","Ash Sharqiyah South, Oman"
"3902","SWE","Sweden","Gotland","Europe","Gotland, Sweden"
"3851","SRB","Serbia","Šumadijski","Europe","Šumadijski, Serbia"
"3461","DEU","Germany","Hamburg","Europe","Hamburg, Germany"
"3540","IRL","Ireland","Offaly","Europe","Offaly, Ireland"
"1515","NER","Niger","Tillabéri","Africa","Tillabéri, Niger"
"3054","THA","Thailand","Phuket","Asia","Phuket, Thailand"
"1447","MRT","Mauritania","Assaba","Africa","Assaba, Mauritania"
"4051","PNG","Papua New Guinea","West Sepik (Sandaun) Province","Oceania","West Sepik (Sandaun) Province, Papua New Guinea"
"1649","TGO","Togo","Savanes","Africa","Savanes, Togo"
"4018","NZL","New Zealand","Marlborough Region","Oceania","Marlborough Region, New Zealand"
"2937","QAT","Qatar","Umm Slal Municipality","Asia","Umm Slal Municipality, Qatar"
"3168","TUR","Türkiye","Sakarya","Asia","Sakarya, Türkiye"
"3373","HRV","Croatia","Split","Europe","Split, Croatia"
"2604","IND","India","Odisha","Asia","Odisha, India"
"3173","TUR","Türkiye","Sirnak","Asia","Sirnak, Türkiye"
"3241","VNM","Viet Nam","Lang Son","Asia","Lang Son, Viet Nam"
"2354","URY","Uruguay","Artigas","America","Artigas, Uruguay"
"3615","LIE","Liechtenstein","Schaan","Europe","Schaan, Liechtenstein"
"1255","EGY","Egypt","Giza","Africa","Giza, Egypt"
"1471","MUS","Mauritius","Rivinre Noire","Africa","Rivinre Noire, Mauritius"
"3598","JEY","Jersey","Saint Martin","Europe","Saint Martin, Jersey"
"1747","ATG","Antigua And Barbuda","Saint Philip","America","Saint Philip, Antigua And Barbuda"
"1427","LBY","Libya","West","Africa","West, Libya"
"3833","SRB","Serbia","Kosovo","Europe","Kosovo, Serbia"
"3011","THA","Thailand","Buri Ram","Asia","Buri Ram, Thailand"
"1551","NGA","Nigeria","Taraba","Africa","Taraba, Nigeria"
"2172","PAN","Panama","Colón","America","Colón, Panama"
"4034","PNG","Papua New Guinea","Chimbu (Simbu) Province","Oceania","Chimbu (Simbu) Province, Papua New Guinea"
"2372","URY","Uruguay","Treinta Y Tres","America","Treinta Y Tres, Uruguay"
"2611","IND","India","Tripura","Asia","Tripura, India"
"3138","TUR","Türkiye","Hakkari","Asia","Hakkari, Türkiye"
"3465","DEU","Germany","Nordrhein-Westfalen","Europe","Nordrhein-Westfalen, Germany"
"1599","SOM","Somalia","Middle Juba","Africa","Middle Juba, Somalia"
"1155","CAF","Central African Republic","Haut-Oubangui","Africa","Haut-Oubangui, Central African Republic"
"1240","DJI","Djibouti","Dikhil","Africa","Dikhil, Djibouti"
"1078","BEN","Benin","Littoral","Africa","Littoral, Benin"
"2620","IDN","Indonesia","Dki Jakarta","Asia","Dki Jakarta, Indonesia"
"3603","JEY","Jersey","Trinity","Europe","Trinity, Jersey"
"2125","MEX","Mexico","Colima","America","Colima, Mexico"
"3733","PRT","Portugal","Viana do Castelo","Europe","Viana do Castelo, Portugal"
"4044","PNG","Papua New Guinea","Milne Bay Province","Oceania","Milne Bay Province, Papua New Guinea"
"1666","TUN","Tunisia","Nabeul","Africa","Nabeul, Tunisia"
"2009","ECU","Ecuador","Santo Domingo De Los Tsachilas","America","Santo Domingo De Los Tsachilas, Ecuador"
"1588","SLE","Sierra Leone","Western","Africa","Western, Sierra Leone"
"1327","GHA","Ghana","Upper East","Africa","Upper East, Ghana"
"2039","GTM","Guatemala","Alta Verapaz","America","Alta Verapaz, Guatemala"
"3440","FRA","France","Occitanie","Europe","Occitanie, France"
"2814","LAO","Lao People's Democratic Republic","Xaignabouly","Asia","Xaignabouly, Lao People's Democratic Republic"
"1153","CAF","Central African Republic","Equateur","Africa","Equateur, Central African Republic"
"2382","VEN","Venezuela (Bolivarian Republic Of)","Distrito Capital","America","Distrito Capital, Venezuela (Bolivarian Republic Of)"
"4085","TUV","Tuvalu","Niulakita","Oceania","Niulakita, Tuvalu"
"3259","VNM","Viet Nam","Thai Nguyen","Asia","Thai Nguyen, Viet Nam"
"2058","GTM","Guatemala","Suchitepéquez","America","Suchitepéquez, Guatemala"
"3271","YEM","Yemen","Al Bayda","Asia","Al Bayda, Yemen"
"2253","LCA","Saint Lucia","Gros Islet","America","Gros Islet, Saint Lucia"
"1647","TGO","Togo","Maritime","Africa","Maritime, Togo"
"3712","PRT","Portugal","Aveiro","Europe","Aveiro, Portugal"
"3746","MDA","Republic of Moldova","Chisinau","Europe","Chisinau, Republic of Moldova"
"3680","MKD","North Macedonia","Vardar","Europe","Vardar, North Macedonia"
"1202","CIV","Côte D'Ivoire","Gôh-Djiboua","Africa","Gôh-Djiboua, Côte D'Ivoire"
"4031","PLW","Palau","Administrative Unit Not Available","Oceania","Palau"
"3568","IMN","Isle of Man","Port St.Mary","Europe","Port St.Mary, Isle of Man"
"2596","IND","India","Kerala","Asia","Kerala, India"
"1256","EGY","Egypt","Ismailia","Africa","Ismailia, Egypt"
"1235","COD","Democratic Republic of the Congo","Tshopo","Africa","Tshopo, Democratic Republic of the Congo"
"2451","AZE","Azerbaijan","Guba-Khachmaz Economic Region","Asia","Guba-Khachmaz Economic Region, Azerbaijan"
"3508","HUN","Hungary","Somogy","Europe","Somogy, Hungary"
"3695","NOR","Norway","Østfold","Europe","Østfold, Norway"
"2148","MEX","Mexico","Zacatecas","America","Zacatecas, Mexico"
"2091","HND","Honduras","Islas De La Bahia","America","Islas De La Bahia, Honduras"
"2361","URY","Uruguay","Lavalleja","America","Lavalleja, Uruguay"
"2312","USA","United States of America","Georgia","America","Georgia, United States of America"
"2365","URY","Uruguay","Rivera","America","Rivera, Uruguay"
"3530","IRL","Ireland","Kildare","Europe","Kildare, Ireland"
"2175","PAN","Panama","Herrera","America","Herrera, Panama"
"1546","NGA","Nigeria","Osun","Africa","Osun, Nigeria"
"2209","PER","Peru","Huanuco","America","Huanuco, Peru"
"1408","LSO","Lesotho","Quthing","Africa","Quthing, Lesotho"
"1491","MOZ","Mozambique","Niassa","Africa","Niassa, Mozambique"
"3596","JEY","Jersey","Saint John","Europe","Saint John, Jersey"
"4109","DNK","Greenland","Administrative Unit Not Available","--","Greenland"
"1574","SEN","Senegal","Saint Louis","Africa","Saint Louis, Senegal"
"3394","CZE","Czechia","Olomoucký","Europe","Olomoucký, Czechia"
"1267","EGY","Egypt","Red Sea","Africa","Red Sea, Egypt"
"3705","POL","Poland","Pomorskie","Europe","Pomorskie, Poland"
"2388","VEN","Venezuela (Bolivarian Republic Of)","Merida","America","Merida, Venezuela (Bolivarian Republic Of)"
"3400","CZE","Czechia","Zlínský","Europe","Zlínský, Czechia"
"1073","BEN","Benin","Atlantique","Africa","Atlantique, Benin"
"2332","USA","United States of America","New Jersey","America","New Jersey, United States of America"
"2755","JOR","Jordan","Aqaba","Asia","Aqaba, Jordan"
"1962","CUB","Cuba","Las Tunas","America","Las Tunas, Cuba"
"2783","KAZ","Kazakhstan","Ulytau Region","Asia","Ulytau Region, Kazakhstan"
"1416","LBR","Liberia","Grand Kru","Africa","Grand Kru, Liberia"
"3979","AUS","Ashmore and Cartier Islands","Administrative Unit Not Available","Oceania","Ashmore and Cartier Islands"
"1028","DZA","Algeria","Medea","Africa","Medea, Algeria"
"1086","BWA","Botswana","Gaborone","Africa","Gaborone, Botswana"
"1390","KEN","Kenya","Siaya","Africa","Siaya, Kenya"
"3029","THA","Thailand","Mae Hong Son","Asia","Mae Hong Son, Thailand"
"3710","POL","Poland","Śląskie","Europe","Śląskie, Poland"
"3607","LVA","Latvia","Vidzeme","Europe","Vidzeme, Latvia"
"3538","IRL","Ireland","Meath","Europe","Meath, Ireland"
"1713","ZMB","Zambia","Eastern","Africa","Eastern, Zambia"
"2631","IDN","Indonesia","Kepulauan Bangka Belitung","Asia","Kepulauan Bangka Belitung, Indonesia"
"3144","TUR","Türkiye","Kahramanmaras","Asia","Kahramanmaras, Türkiye"
"2242","KNA","Saint Kitts And Nevis","Saint Paul Capisterre","America","Saint Paul Capisterre, Saint Kitts And Nevis"
"1321","GHA","Ghana","Ashanti","Africa","Ashanti, Ghana"
"1909","CHL","Chile","Región Del Bío-Bío","America","Región Del Bío-Bío, Chile"
"3620","LTU","Lithuania","Alytaus apskr.","Europe","Alytaus apskr., Lithuania"
"2541","CHN","China","Heilongjiang Province","Asia","Heilongjiang Province, China"
"2562","HKG","China, Hong Kong SAR","Administrative Unit Not Available","Asia","China, Hong Kong SAR"
"3281","YEM","Yemen","Lahj","Asia","Lahj, Yemen"
"2352","USA","United States of America","Wisconsin","America","Wisconsin, United States of America"
"1736","AIA","Anguilla","Sombrero Island","America","Sombrero Island, Anguilla"
"2230","PRI","Puerto Rico","Mayaguez","America","Mayaguez, Puerto Rico"
"1723","ZWE","Zimbabwe","Manicaland","Africa","Manicaland, Zimbabwe"
"3992","COK","Cook Islands","Administrative Unit Not Available","Oceania","Cook Islands"
"3233","VNM","Viet Nam","Ho Chi Minh City","Asia","Ho Chi Minh City, Viet Nam"
"3811","ROU","Romania","Timis","Europe","Timis, Romania"
"1317","GMB","Gambia","Lower River","Africa","Lower River, Gambia"
"3563","IMN","Isle of Man","Michael","Europe","Michael, Isle of Man"
"3294","ALB","Albania","Elbasan","Europe","Elbasan, Albania"
"2392","VEN","Venezuela (Bolivarian Republic Of)","Portuguesa","America","Portuguesa, Venezuela (Bolivarian Republic Of)"
"3804","ROU","Romania","Olt","Europe","Olt, Romania"
"1912","CHL","Chile","Región Metropolitana De Santiago","America","Región Metropolitana De Santiago, Chile"
"3739","MDA","Republic of Moldova","Basarabeasca","Europe","Basarabeasca, Republic of Moldova"
"1151","CMR","Cameroon","Sud-Ouest","Africa","Sud-Ouest, Cameroon"
"3094","TLS","Timor-Leste","Manufahi","Asia","Manufahi, Timor-Leste"
"3783","ROU","Romania","Bucuresti","Europe","Bucuresti, Romania"
"3377","HRV","Croatia","Zadar","Europe","Zadar, Croatia"
"3166","TUR","Türkiye","Osmaniye","Asia","Osmaniye, Türkiye"
"2705","xJK","Jammu And Kashmir","Administrative Unit Not Available","Asia","Jammu And Kashmir"
"3554","IMN","Isle of Man","Douglas","Europe","Douglas, Isle of Man"
"2606","IND","India","Punjab","Asia","Punjab, India"
"3981","AUS","Australia","New South Wales","Oceania","New South Wales, Australia"
"3760","MDA","Republic of Moldova","Ocnita","Europe","Ocnita, Republic of Moldova"
"2458","AZE","Azerbaijan","Shirvan-Salyan Economic Region","Asia","Shirvan-Salyan Economic Region, Azerbaijan"
"1601","SOM","Somalia","Mudug","Africa","Mudug, Somalia"
"4010","NRU","Nauru","Administrative Unit Not Available","Oceania","Nauru"
"1818","BLZ","Belize","Corozal","America","Corozal, Belize"
"2069","GUY","Guyana","Upper Demerara-Berbice","America","Upper Demerara-Berbice, Guyana"
"1729","ZWE","Zimbabwe","Matebeleland South","Africa","Matebeleland South, Zimbabwe"
"3630","LUX","Luxembourg","Diekirch","Europe","Diekirch, Luxembourg"
"2977","xSI","Spratly Islands","Administrative Unit Not Available","Asia","Spratly Islands"
"1735","AIA","Anguilla","Sandy Hill","America","Sandy Hill, Anguilla"
"2353","USA","United States of America","Wyoming","America","Wyoming, United States of America"
"1450","MRT","Mauritania","Gorgol","Africa","Gorgol, Mauritania"
"2212","PER","Peru","La Libertad","America","La Libertad, Peru"
"3284","YEM","Yemen","Sa'Dah","Asia","Sa'Dah, Yemen"
"1315","GMB","Gambia","Central River South","Africa","Central River South, Gambia"
"2653","IRN","Iran (Islamic Republic Of)","East Azerbaijan","Asia","East Azerbaijan, Iran (Islamic Republic Of)"
"1945","COL","Colombia","Vichada","America","Vichada, Colombia"
"1105","BFA","Burkina Faso","Centre-Nord","Africa","Centre-Nord, Burkina Faso"
"3958","UKR","Ukraine","Kyivska","Europe","Kyivska, Ukraine"
"4022","NZL","New Zealand","Southland Region","Oceania","Southland Region, New Zealand"
"2753","JOR","Jordan","Ajloon","Asia","Ajloon, Jordan"
"2981","LKA","Sri Lanka","North Western","Asia","North Western, Sri Lanka"
"1476","MAR","Morocco","Fès-Meknès","Africa","Fès-Meknès, Morocco"
"1378","KEN","Kenya","Meru","Africa","Meru, Kenya"
"3085","TLS","Timor-Leste","Ainaro","Asia","Ainaro, Timor-Leste"
"1754","ARG","Argentina","Córdoba","America","Córdoba, Argentina"
"1046","DZA","Algeria","Tissemsilt","Africa","Tissemsilt, Algeria"
"2452","AZE","Azerbaijan","Karabakh Economic Region","Asia","Karabakh Economic Region, Azerbaijan"
"1128","BDI","Burundi","Ngozi","Africa","Ngozi, Burundi"
"1045","DZA","Algeria","Tipaza","Africa","Tipaza, Algeria"
"1532","NGA","Nigeria","Gombe","Africa","Gombe, Nigeria"
"3231","VNM","Viet Nam","Hai Phong City","Asia","Hai Phong City, Viet Nam"
"3316","AUT","Austria","Tirol","Europe","Tirol, Austria"
"3883","ESP","Spain","Cantabria","Europe","Cantabria, Spain"
"3290","xUK","Akrotiri","Administrative Unit Not Available","Europe","Akrotiri"
"3463","DEU","Germany","Mecklenburg-Vorpommern","Europe","Mecklenburg-Vorpommern, Germany"
"4068","SLB","Solomon Islands","Guadalcanal","Oceania","Guadalcanal, Solomon Islands"
"1346","GNB","Guinea-Bissau","Quinara","Africa","Quinara, Guinea-Bissau"
"1898","CHL","Chile","Región De Arica Y Parinacota","America","Región De Arica Y Parinacota, Chile"
"1224","COD","Democratic Republic of the Congo","Lomami","Africa","Lomami, Democratic Republic of the Congo"
"3879","SVN","Slovenia","Zasavska","Europe","Zasavska, Slovenia"
"1547","NGA","Nigeria","Oyo","Africa","Oyo, Nigeria"
"2682","IRQ","Iraq","Al-Basrah","Asia","Al-Basrah, Iraq"
"1704","TZA","United Republic of Tanzania","Shinyanga","Africa","Shinyanga, United Republic of Tanzania"
"1690","TZA","United Republic of Tanzania","Kusini Pemba","Africa","Kusini Pemba, United Republic of Tanzania"
"1985","DOM","Dominican Republic","Higuamo","America","Higuamo, Dominican Republic"
"2146","MEX","Mexico","Veracruz De Ignacio De La Llave","America","Veracruz De Ignacio De La Llave, Mexico"
"1659","TUN","Tunisia","Kasserine","Africa","Kasserine, Tunisia"
"2319","USA","United States of America","Kentucky","America","Kentucky, United States of America"
"2060","GTM","Guatemala","Zacapa","America","Zacapa, Guatemala"
"3935","CHE","Switzerland","Obwalden","Europe","Obwalden, Switzerland"
"3256","VNM","Viet Nam","Son La","Asia","Son La, Viet Nam"
"2134","MEX","Mexico","Nayarit","America","Nayarit, Mexico"
"2271","SUR","Suriname","Marowijne","America","Marowijne, Suriname"
"1781","BHS","Bahamas","City Of Freeport","America","City Of Freeport, Bahamas"
"2263","VCT","Saint Vincent and the Grenadines","Saint Andrew","America","Saint Andrew, Saint Vincent and the Grenadines"
"2141","MEX","Mexico","Sinaloa","America","Sinaloa, Mexico"
"2144","MEX","Mexico","Tamaulipas","America","Tamaulipas, Mexico"
"1628","SDN","Sudan","Blue Nile","Africa","Blue Nile, Sudan"
"3047","THA","Thailand","Phayao","Asia","Phayao, Thailand"
"1634","SDN","Sudan","North Darfur","Africa","North Darfur, Sudan"
"1552","NGA","Nigeria","Yobe","Africa","Yobe, Nigeria"
"1759","ARG","Argentina","La Rioja","America","La Rioja, Argentina"
"1642","SDN","Sudan","West Darfur","Africa","West Darfur, Sudan"
"2870","MNG","Mongolia","Govi-Altai","Asia","Govi-Altai, Mongolia"
