gaul2_code,map_code,gaul0_name,gaul1_name,gaul2_name,continent,disp_en
144657,AUS,Australia,Victoria,Hamilton (Vic.),Oceania,"Hamilton (Vic.), Victoria, Australia"
144650,AUS,Australia,Victoria,Gordon (Vic.),Oceania,"Gordon (Vic.), Victoria, Australia"
144651,AUS,Australia,Victoria,Gowanbrae,Oceania,"Gowanbrae, Victoria, Australia"
144652,AUS,Australia,Victoria,Greensborough,Oceania,"Greensborough, Victoria, Australia"
144658,AUS,Australia,Victoria,Hampton,Oceania,"Hampton, Victoria, Australia"
144665,AUS,Australia,Victoria,Healesville - Yarra Glen,Oceania,"Healesville - Yarra Glen, Victoria, Australia"
144671,AUS,Australia,Victoria,Highton,Oceania,"Highton, Victoria, Australia"
144672,AUS,Australia,Victoria,Hillside,Oceania,"Hillside, Victoria, Australia"
145019,AUS,Australia,Western Australia,Carramar,Oceania,"Carramar, Western Australia, Australia"
144666,AUS,Australia,Victoria,Heathcote,Oceania,"Heathcote, Victoria, Australia"
144667,AUS,Australia,Victoria,Heidelberg - Rosanna,Oceania,"Heidelberg - Rosanna, Victoria, Australia"
144668,AUS,Australia,Victoria,Heidelberg West,Oceania,"Heidelberg West, Victoria, Australia"
144669,AUS,Australia,Victoria,Highett (East) - Cheltenham,Oceania,"Highett (East) - Cheltenham, Victoria, Australia"
144670,AUS,Australia,Victoria,Highett (West) - Cheltenham,Oceania,"Highett (West) - Cheltenham, Victoria, Australia"
144680,AUS,Australia,Victoria,Ivanhoe,Oceania,"Ivanhoe, Victoria, Australia"
144673,AUS,Australia,Victoria,Hoppers Crossing - North,Oceania,"Hoppers Crossing - North, Victoria, Australia"
144674,AUS,Australia,Victoria,Hoppers Crossing - South,Oceania,"Hoppers Crossing - South, Victoria, Australia"
144675,AUS,Australia,Victoria,Horsham,Oceania,"Horsham, Victoria, Australia"
144676,AUS,Australia,Victoria,Horsham Surrounds,Oceania,"Horsham Surrounds, Victoria, Australia"
144677,AUS,Australia,Victoria,Hughesdale,Oceania,"Hughesdale, Victoria, Australia"
144678,AUS,Australia,Victoria,Hurstbridge,Oceania,"Hurstbridge, Victoria, Australia"
144679,AUS,Australia,Victoria,Irymple,Oceania,"Irymple, Victoria, Australia"
144687,AUS,Australia,Victoria,Kerang,Oceania,"Kerang, Victoria, Australia"
144688,AUS,Australia,Victoria,Kew - South,Oceania,"Kew - South, Victoria, Australia"
144689,AUS,Australia,Victoria,Kew - West,Oceania,"Kew - West, Victoria, Australia"
144690,AUS,Australia,Victoria,Kew East,Oceania,"Kew East, Victoria, Australia"
144691,AUS,Australia,Victoria,Keysborough - North,Oceania,"Keysborough - North, Victoria, Australia"
144692,AUS,Australia,Victoria,Keysborough - South,Oceania,"Keysborough - South, Victoria, Australia"
144693,AUS,Australia,Victoria,Kialla,Oceania,"Kialla, Victoria, Australia"
144694,AUS,Australia,Victoria,Kilmore - Broadford,Oceania,"Kilmore - Broadford, Victoria, Australia"
144695,AUS,Australia,Victoria,Kilsyth,Oceania,"Kilsyth, Victoria, Australia"
144696,AUS,Australia,Victoria,Kinglake,Oceania,"Kinglake, Victoria, Australia"
144697,AUS,Australia,Victoria,Kings Park (Vic.),Oceania,"Kings Park (Vic.), Victoria, Australia"
144701,AUS,Australia,Victoria,Korumburra,Oceania,"Korumburra, Victoria, Australia"
144702,AUS,Australia,Victoria,Kurunjang - Toolern Vale,Oceania,"Kurunjang - Toolern Vale, Victoria, Australia"
144713,AUS,Australia,Victoria,Leopold,Oceania,"Leopold, Victoria, Australia"
144703,AUS,Australia,Victoria,Kyabram,Oceania,"Kyabram, Victoria, Australia"
144704,AUS,Australia,Victoria,Kyneton,Oceania,"Kyneton, Victoria, Australia"
144705,AUS,Australia,Victoria,Lake King,Oceania,"Lake King, Victoria, Australia"
144714,AUS,Australia,Victoria,Lilydale - Coldstream,Oceania,"Lilydale - Coldstream, Victoria, Australia"
102084,TCD,Chad,Barh-El-Gazel,Barh-El-Gazel Sud,Africa,"Barh-El-Gazel Sud, Barh-El-Gazel, Chad"
144706,AUS,Australia,Victoria,Lakes Entrance,Oceania,"Lakes Entrance, Victoria, Australia"
144707,AUS,Australia,Victoria,Lalor - East,Oceania,"Lalor - East, Victoria, Australia"
144708,AUS,Australia,Victoria,Lalor - West,Oceania,"Lalor - West, Victoria, Australia"
144709,AUS,Australia,Victoria,Langwarrin,Oceania,"Langwarrin, Victoria, Australia"
144710,AUS,Australia,Victoria,Lara,Oceania,"Lara, Victoria, Australia"
144711,AUS,Australia,Victoria,Laverton,Oceania,"Laverton, Victoria, Australia"
144712,AUS,Australia,Victoria,Leongatha,Oceania,"Leongatha, Victoria, Australia"
144721,AUS,Australia,Victoria,Macedon,Oceania,"Macedon, Victoria, Australia"
144715,AUS,Australia,Victoria,Lockington - Gunbower,Oceania,"Lockington - Gunbower, Victoria, Australia"
144716,AUS,Australia,Victoria,Loddon,Oceania,"Loddon, Victoria, Australia"
144717,AUS,Australia,Victoria,Longford - Loch Sport,Oceania,"Longford - Loch Sport, Victoria, Australia"
144718,AUS,Australia,Victoria,Lorne - Anglesea,Oceania,"Lorne - Anglesea, Victoria, Australia"
144719,AUS,Australia,Victoria,Lynbrook - Lyndhurst,Oceania,"Lynbrook - Lyndhurst, Victoria, Australia"
144720,AUS,Australia,Victoria,Lysterfield,Oceania,"Lysterfield, Victoria, Australia"
144722,AUS,Australia,Victoria,Maffra,Oceania,"Maffra, Victoria, Australia"
144723,AUS,Australia,Victoria,Maiden Gully,Oceania,"Maiden Gully, Victoria, Australia"
144724,AUS,Australia,Victoria,Malvern - Glen Iris,Oceania,"Malvern - Glen Iris, Victoria, Australia"
144725,AUS,Australia,Victoria,Malvern East,Oceania,"Malvern East, Victoria, Australia"
144726,AUS,Australia,Victoria,Manor Lakes - Quandong,Oceania,"Manor Lakes - Quandong, Victoria, Australia"
144727,AUS,Australia,Victoria,Mansfield (Vic.),Oceania,"Mansfield (Vic.), Victoria, Australia"
144730,AUS,Australia,Victoria,Maryborough Surrounds,Oceania,"Maryborough Surrounds, Victoria, Australia"
144731,AUS,Australia,Victoria,Meadow Heights,Oceania,"Meadow Heights, Victoria, Australia"
102371,COD,Democratic Republic of the Congo,Kongo Central,Bangu (City),Africa,"Bangu (City), Kongo Central, Democratic Republic of the Congo"
144732,AUS,Australia,Victoria,Melbourne Airport,Oceania,"Melbourne Airport, Victoria, Australia"
144733,AUS,Australia,Victoria,Melbourne Cbd - East,Oceania,"Melbourne Cbd - East, Victoria, Australia"
144734,AUS,Australia,Victoria,Melbourne Cbd - North,Oceania,"Melbourne Cbd - North, Victoria, Australia"
144735,AUS,Australia,Victoria,Melbourne Cbd - West,Oceania,"Melbourne Cbd - West, Victoria, Australia"
144736,AUS,Australia,Victoria,Melton,Oceania,"Melton, Victoria, Australia"
144737,AUS,Australia,Victoria,Melton South - Weir Views,Oceania,"Melton South - Weir Views, Victoria, Australia"
144738,AUS,Australia,Victoria,Melton West,Oceania,"Melton West, Victoria, Australia"
144739,AUS,Australia,Victoria,Mentone,Oceania,"Mentone, Victoria, Australia"
144740,AUS,Australia,Victoria,Merbein,Oceania,"Merbein, Victoria, Australia"
144741,AUS,Australia,Victoria,Mernda - North,Oceania,"Mernda - North, Victoria, Australia"
144742,AUS,Australia,Victoria,Mernda - South,Oceania,"Mernda - South, Victoria, Australia"
144743,AUS,Australia,Victoria,Mickleham - Yuroke,Oceania,"Mickleham - Yuroke, Victoria, Australia"
144744,AUS,Australia,Victoria,Mildura - North,Oceania,"Mildura - North, Victoria, Australia"
144745,AUS,Australia,Victoria,Mildura - South,Oceania,"Mildura - South, Victoria, Australia"
144746,AUS,Australia,Victoria,Mildura Surrounds,Oceania,"Mildura Surrounds, Victoria, Australia"
144747,AUS,Australia,Victoria,Mill Park - North,Oceania,"Mill Park - North, Victoria, Australia"
144748,AUS,Australia,Victoria,Mill Park - South,Oceania,"Mill Park - South, Victoria, Australia"
144749,AUS,Australia,Victoria,Mitcham (Vic.),Oceania,"Mitcham (Vic.), Victoria, Australia"
144750,AUS,Australia,Victoria,Moe - Newborough,Oceania,"Moe - Newborough, Victoria, Australia"
102372,COD,Democratic Republic of the Congo,Kongo Central,Boma (City),Africa,"Boma (City), Kongo Central, Democratic Republic of the Congo"
144751,AUS,Australia,Victoria,Moira,Oceania,"Moira, Victoria, Australia"
144752,AUS,Australia,Victoria,Monbulk - Silvan,Oceania,"Monbulk - Silvan, Victoria, Australia"
144753,AUS,Australia,Victoria,Montmorency - Briar Hill,Oceania,"Montmorency - Briar Hill, Victoria, Australia"
144754,AUS,Australia,Victoria,Montrose,Oceania,"Montrose, Victoria, Australia"
144755,AUS,Australia,Victoria,Moonee Ponds,Oceania,"Moonee Ponds, Victoria, Australia"
144756,AUS,Australia,Victoria,Moorabbin - Heatherton,Oceania,"Moorabbin - Heatherton, Victoria, Australia"
144757,AUS,Australia,Victoria,Moorabbin Airport,Oceania,"Moorabbin Airport, Victoria, Australia"
144758,AUS,Australia,Victoria,Mooroolbark,Oceania,"Mooroolbark, Victoria, Australia"
144759,AUS,Australia,Victoria,Mooroopna,Oceania,"Mooroopna, Victoria, Australia"
144760,AUS,Australia,Victoria,Mordialloc - Parkdale,Oceania,"Mordialloc - Parkdale, Victoria, Australia"
144761,AUS,Australia,Victoria,Mornington - East,Oceania,"Mornington - East, Victoria, Australia"
144765,AUS,Australia,Victoria,Mount Dandenong - Olinda,Oceania,"Mount Dandenong - Olinda, Victoria, Australia"
144762,AUS,Australia,Victoria,Mornington - West,Oceania,"Mornington - West, Victoria, Australia"
144763,AUS,Australia,Victoria,Morwell,Oceania,"Morwell, Victoria, Australia"
144764,AUS,Australia,Victoria,Mount Baw Baw Region,Oceania,"Mount Baw Baw Region, Victoria, Australia"
144766,AUS,Australia,Victoria,Mount Eliza,Oceania,"Mount Eliza, Victoria, Australia"
144767,AUS,Australia,Victoria,Mount Evelyn,Oceania,"Mount Evelyn, Victoria, Australia"
144768,AUS,Australia,Victoria,Mount Martha,Oceania,"Mount Martha, Victoria, Australia"
144769,AUS,Australia,Victoria,Mount Waverley - North,Oceania,"Mount Waverley - North, Victoria, Australia"
144770,AUS,Australia,Victoria,Mount Waverley - South,Oceania,"Mount Waverley - South, Victoria, Australia"
144775,AUS,Australia,Victoria,Myrtleford,Oceania,"Myrtleford, Victoria, Australia"
144783,AUS,Australia,Victoria,Newport,Oceania,"Newport, Victoria, Australia"
144776,AUS,Australia,Victoria,Nagambie,Oceania,"Nagambie, Victoria, Australia"
144782,AUS,Australia,Victoria,Newcomb - Moolap,Oceania,"Newcomb - Moolap, Victoria, Australia"
144784,AUS,Australia,Victoria,Newtown (Vic.),Oceania,"Newtown (Vic.), Victoria, Australia"
144785,AUS,Australia,Victoria,Nhill Region,Oceania,"Nhill Region, Victoria, Australia"
144786,AUS,Australia,Victoria,Niddrie - Essendon West,Oceania,"Niddrie - Essendon West, Victoria, Australia"
144787,AUS,Australia,Victoria,Noble Park - East,Oceania,"Noble Park - East, Victoria, Australia"
144788,AUS,Australia,Victoria,Noble Park - West,Oceania,"Noble Park - West, Victoria, Australia"
144789,AUS,Australia,Victoria,Noble Park North,Oceania,"Noble Park North, Victoria, Australia"
144790,AUS,Australia,Victoria,Norlane,Oceania,"Norlane, Victoria, Australia"
144806,AUS,Australia,Victoria,Pakenham - South West,Oceania,"Pakenham - South West, Victoria, Australia"
144791,AUS,Australia,Victoria,North Geelong - Bell Park,Oceania,"North Geelong - Bell Park, Victoria, Australia"
144792,AUS,Australia,Victoria,North Melbourne,Oceania,"North Melbourne, Victoria, Australia"
144793,AUS,Australia,Victoria,Northcote - East,Oceania,"Northcote - East, Victoria, Australia"
144794,AUS,Australia,Victoria,Northcote - West,Oceania,"Northcote - West, Victoria, Australia"
144795,AUS,Australia,Victoria,Numurkah,Oceania,"Numurkah, Victoria, Australia"
144796,AUS,Australia,Victoria,Nunawading,Oceania,"Nunawading, Victoria, Australia"
144797,AUS,Australia,Victoria,Oak Park,Oceania,"Oak Park, Victoria, Australia"
144798,AUS,Australia,Victoria,Oakleigh - Huntingdale,Oceania,"Oakleigh - Huntingdale, Victoria, Australia"
144821,AUS,Australia,Victoria,Port Melbourne,Oceania,"Port Melbourne, Victoria, Australia"
144799,AUS,Australia,Victoria,Ocean Grove,Oceania,"Ocean Grove, Victoria, Australia"
144800,AUS,Australia,Victoria,Orbost,Oceania,"Orbost, Victoria, Australia"
144801,AUS,Australia,Victoria,Ormond - Glen Huntly,Oceania,"Ormond - Glen Huntly, Victoria, Australia"
144802,AUS,Australia,Victoria,Otway,Oceania,"Otway, Victoria, Australia"
144803,AUS,Australia,Victoria,Pakenham - North East,Oceania,"Pakenham - North East, Victoria, Australia"
144804,AUS,Australia,Victoria,Pakenham - North West,Oceania,"Pakenham - North West, Victoria, Australia"
144805,AUS,Australia,Victoria,Pakenham - South East,Oceania,"Pakenham - South East, Victoria, Australia"
144807,AUS,Australia,Victoria,Panton Hill - St Andrews,Oceania,"Panton Hill - St Andrews, Victoria, Australia"
144808,AUS,Australia,Victoria,Parkville,Oceania,"Parkville, Victoria, Australia"
144809,AUS,Australia,Victoria,Pascoe Vale,Oceania,"Pascoe Vale, Victoria, Australia"
144810,AUS,Australia,Victoria,Pascoe Vale South,Oceania,"Pascoe Vale South, Victoria, Australia"
144836,AUS,Australia,Victoria,Riddells Creek,Oceania,"Riddells Creek, Victoria, Australia"
144811,AUS,Australia,Victoria,Paynesville,Oceania,"Paynesville, Victoria, Australia"
144812,AUS,Australia,Victoria,Pearcedale - Tooradin,Oceania,"Pearcedale - Tooradin, Victoria, Australia"
144813,AUS,Australia,Victoria,Phillip Island,Oceania,"Phillip Island, Victoria, Australia"
144814,AUS,Australia,Victoria,Plenty - Yarrambat,Oceania,"Plenty - Yarrambat, Victoria, Australia"
144837,AUS,Australia,Victoria,Ringwood,Oceania,"Ringwood, Victoria, Australia"
144815,AUS,Australia,Victoria,Point Cook - East,Oceania,"Point Cook - East, Victoria, Australia"
144816,AUS,Australia,Victoria,Point Cook - North East,Oceania,"Point Cook - North East, Victoria, Australia"
144817,AUS,Australia,Victoria,Point Cook - North West,Oceania,"Point Cook - North West, Victoria, Australia"
144818,AUS,Australia,Victoria,Point Cook - South,Oceania,"Point Cook - South, Victoria, Australia"
144819,AUS,Australia,Victoria,Point Lonsdale - Queenscliff,Oceania,"Point Lonsdale - Queenscliff, Victoria, Australia"
144820,AUS,Australia,Victoria,Point Nepean,Oceania,"Point Nepean, Victoria, Australia"
144822,AUS,Australia,Victoria,Port Melbourne Industrial,Oceania,"Port Melbourne Industrial, Victoria, Australia"
144823,AUS,Australia,Victoria,Portarlington,Oceania,"Portarlington, Victoria, Australia"
144824,AUS,Australia,Victoria,Portland,Oceania,"Portland, Victoria, Australia"
144825,AUS,Australia,Victoria,Prahran - Windsor,Oceania,"Prahran - Windsor, Victoria, Australia"
144826,AUS,Australia,Victoria,Preston - East,Oceania,"Preston - East, Victoria, Australia"
144827,AUS,Australia,Victoria,Preston - West,Oceania,"Preston - West, Victoria, Australia"
144829,AUS,Australia,Victoria,Research - North Warrandyte,Oceania,"Research - North Warrandyte, Victoria, Australia"
144830,AUS,Australia,Victoria,Reservoir - North East,Oceania,"Reservoir - North East, Victoria, Australia"
144831,AUS,Australia,Victoria,Reservoir - North West,Oceania,"Reservoir - North West, Victoria, Australia"
144828,AUS,Australia,Victoria,Red Cliffs,Oceania,"Red Cliffs, Victoria, Australia"
144832,AUS,Australia,Victoria,Reservoir - South East,Oceania,"Reservoir - South East, Victoria, Australia"
144833,AUS,Australia,Victoria,Reservoir - South West,Oceania,"Reservoir - South West, Victoria, Australia"
144835,AUS,Australia,Victoria,Richmond - North,Oceania,"Richmond - North, Victoria, Australia"
144834,AUS,Australia,Victoria,Richmond (South) - Cremorne,Oceania,"Richmond (South) - Cremorne, Victoria, Australia"
144842,AUS,Australia,Victoria,Rockbank - Mount Cottrell,Oceania,"Rockbank - Mount Cottrell, Victoria, Australia"
144843,AUS,Australia,Victoria,Romsey,Oceania,"Romsey, Victoria, Australia"
144906,AUS,Australia,Victoria,Templestowe,Oceania,"Templestowe, Victoria, Australia"
144844,AUS,Australia,Victoria,Rosebud - Mccrae,Oceania,"Rosebud - Mccrae, Victoria, Australia"
144845,AUS,Australia,Victoria,Rosedale,Oceania,"Rosedale, Victoria, Australia"
144852,AUS,Australia,Victoria,Rushworth,Oceania,"Rushworth, Victoria, Australia"
144854,AUS,Australia,Victoria,Sale,Oceania,"Sale, Victoria, Australia"
144889,AUS,Australia,Victoria,Sunbury,Oceania,"Sunbury, Victoria, Australia"
144853,AUS,Australia,Victoria,Rutherglen,Oceania,"Rutherglen, Victoria, Australia"
144855,AUS,Australia,Victoria,Sandringham - Black Rock,Oceania,"Sandringham - Black Rock, Victoria, Australia"
144856,AUS,Australia,Victoria,Seabrook,Oceania,"Seabrook, Victoria, Australia"
144863,AUS,Australia,Victoria,Shepparton - South East,Oceania,"Shepparton - South East, Victoria, Australia"
144907,AUS,Australia,Victoria,Templestowe Lower,Oceania,"Templestowe Lower, Victoria, Australia"
144857,AUS,Australia,Victoria,Seaford (Vic.),Oceania,"Seaford (Vic.), Victoria, Australia"
144858,AUS,Australia,Victoria,Sebastopol - Redan,Oceania,"Sebastopol - Redan, Victoria, Australia"
144859,AUS,Australia,Victoria,Seddon - Kingsville,Oceania,"Seddon - Kingsville, Victoria, Australia"
144860,AUS,Australia,Victoria,Seymour,Oceania,"Seymour, Victoria, Australia"
144861,AUS,Australia,Victoria,Seymour Surrounds,Oceania,"Seymour Surrounds, Victoria, Australia"
144862,AUS,Australia,Victoria,Shepparton - North,Oceania,"Shepparton - North, Victoria, Australia"
144864,AUS,Australia,Victoria,Shepparton Surrounds - East,Oceania,"Shepparton Surrounds - East, Victoria, Australia"
144867,AUS,Australia,Victoria,Smythes Creek,Oceania,"Smythes Creek, Victoria, Australia"
144890,AUS,Australia,Victoria,Sunbury - South,Oceania,"Sunbury - South, Victoria, Australia"
144908,AUS,Australia,Victoria,The Basin,Oceania,"The Basin, Victoria, Australia"
144865,AUS,Australia,Victoria,Shepparton Surrounds - West,Oceania,"Shepparton Surrounds - West, Victoria, Australia"
144866,AUS,Australia,Victoria,Skye - Sandhurst,Oceania,"Skye - Sandhurst, Victoria, Australia"
144874,AUS,Australia,Victoria,South Yarra - West,Oceania,"South Yarra - West, Victoria, Australia"
144876,AUS,Australia,Victoria,Southbank - East,Oceania,"Southbank - East, Victoria, Australia"
144868,AUS,Australia,Victoria,Somerville,Oceania,"Somerville, Victoria, Australia"
144869,AUS,Australia,Victoria,South Melbourne,Oceania,"South Melbourne, Victoria, Australia"
144870,AUS,Australia,Victoria,South Morang - North,Oceania,"South Morang - North, Victoria, Australia"
144871,AUS,Australia,Victoria,South Morang - South,Oceania,"South Morang - South, Victoria, Australia"
144872,AUS,Australia,Victoria,South Yarra - North,Oceania,"South Yarra - North, Victoria, Australia"
144873,AUS,Australia,Victoria,South Yarra - South,Oceania,"South Yarra - South, Victoria, Australia"
144882,AUS,Australia,Victoria,St Arnaud,Oceania,"St Arnaud, Victoria, Australia"
144883,AUS,Australia,Victoria,St Kilda - Central,Oceania,"St Kilda - Central, Victoria, Australia"
144891,AUS,Australia,Victoria,Sunbury - West,Oceania,"Sunbury - West, Victoria, Australia"
144892,AUS,Australia,Victoria,Sunshine,Oceania,"Sunshine, Victoria, Australia"
144893,AUS,Australia,Victoria,Sunshine North,Oceania,"Sunshine North, Victoria, Australia"
144884,AUS,Australia,Victoria,St Kilda - West,Oceania,"St Kilda - West, Victoria, Australia"
144885,AUS,Australia,Victoria,St Kilda East,Oceania,"St Kilda East, Victoria, Australia"
144894,AUS,Australia,Victoria,Sunshine West,Oceania,"Sunshine West, Victoria, Australia"
144895,AUS,Australia,Victoria,Surrey Hills (East) - Mont Albert,Oceania,"Surrey Hills (East) - Mont Albert, Victoria, Australia"
144896,AUS,Australia,Victoria,Surrey Hills (West) - Canterbury,Oceania,"Surrey Hills (West) - Canterbury, Victoria, Australia"
144897,AUS,Australia,Victoria,Swan Hill,Oceania,"Swan Hill, Victoria, Australia"
144898,AUS,Australia,Victoria,Swan Hill Surrounds,Oceania,"Swan Hill Surrounds, Victoria, Australia"
144899,AUS,Australia,Victoria,Sydenham,Oceania,"Sydenham, Victoria, Australia"
144901,AUS,Australia,Victoria,Tarneit - Central,Oceania,"Tarneit - Central, Victoria, Australia"
144886,AUS,Australia,Victoria,Stawell,Oceania,"Stawell, Victoria, Australia"
144887,AUS,Australia,Victoria,Strathfieldsaye,Oceania,"Strathfieldsaye, Victoria, Australia"
144914,AUS,Australia,Victoria,Trafalgar (Vic.),Oceania,"Trafalgar (Vic.), Victoria, Australia"
144915,AUS,Australia,Victoria,Traralgon - East,Oceania,"Traralgon - East, Victoria, Australia"
144916,AUS,Australia,Victoria,Traralgon - West,Oceania,"Traralgon - West, Victoria, Australia"
144917,AUS,Australia,Victoria,Truganina - North,Oceania,"Truganina - North, Victoria, Australia"
144919,AUS,Australia,Victoria,Truganina - South West,Oceania,"Truganina - South West, Victoria, Australia"
144920,AUS,Australia,Victoria,Tullamarine,Oceania,"Tullamarine, Victoria, Australia"
144921,AUS,Australia,Victoria,Upper Yarra Valley,Oceania,"Upper Yarra Valley, Victoria, Australia"
144926,AUS,Australia,Victoria,Wallan,Oceania,"Wallan, Victoria, Australia"
144927,AUS,Australia,Victoria,Wandin - Seville,Oceania,"Wandin - Seville, Victoria, Australia"
144928,AUS,Australia,Victoria,Wangaratta,Oceania,"Wangaratta, Victoria, Australia"
144929,AUS,Australia,Victoria,Wangaratta Surrounds,Oceania,"Wangaratta Surrounds, Victoria, Australia"
144930,AUS,Australia,Victoria,Wantirna,Oceania,"Wantirna, Victoria, Australia"
144932,AUS,Australia,Victoria,Warragul,Oceania,"Warragul, Victoria, Australia"
144933,AUS,Australia,Victoria,Warrandyte - Wonga Park,Oceania,"Warrandyte - Wonga Park, Victoria, Australia"
144934,AUS,Australia,Victoria,Warrnambool - North,Oceania,"Warrnambool - North, Victoria, Australia"
144941,AUS,Australia,Victoria,Werribee - West,Oceania,"Werribee - West, Victoria, Australia"
144942,AUS,Australia,Victoria,West Footscray - Tottenham,Oceania,"West Footscray - Tottenham, Victoria, Australia"
144943,AUS,Australia,Victoria,West Melbourne - Industrial,Oceania,"West Melbourne - Industrial, Victoria, Australia"
144944,AUS,Australia,Victoria,West Melbourne - Residential,Oceania,"West Melbourne - Residential, Victoria, Australia"
144945,AUS,Australia,Victoria,West Wimmera,Oceania,"West Wimmera, Victoria, Australia"
144946,AUS,Australia,Victoria,West Wodonga,Oceania,"West Wodonga, Victoria, Australia"
144947,AUS,Australia,Victoria,Wheelers Hill,Oceania,"Wheelers Hill, Victoria, Australia"
144948,AUS,Australia,Victoria,White Hills - Ascot,Oceania,"White Hills - Ascot, Victoria, Australia"
144956,AUS,Australia,Victoria,Woodend,Oceania,"Woodend, Victoria, Australia"
144949,AUS,Australia,Victoria,Whittlesea,Oceania,"Whittlesea, Victoria, Australia"
144957,AUS,Australia,Victoria,Wyndham Vale - North,Oceania,"Wyndham Vale - North, Victoria, Australia"
144958,AUS,Australia,Victoria,Wyndham Vale - South,Oceania,"Wyndham Vale - South, Victoria, Australia"
144964,AUS,Australia,Victoria,Yarrawonga,Oceania,"Yarrawonga, Victoria, Australia"
144950,AUS,Australia,Victoria,Williamstown,Oceania,"Williamstown, Victoria, Australia"
144951,AUS,Australia,Victoria,Wilsons Promontory,Oceania,"Wilsons Promontory, Victoria, Australia"
144952,AUS,Australia,Victoria,Winchelsea,Oceania,"Winchelsea, Victoria, Australia"
144953,AUS,Australia,Victoria,Wodonga,Oceania,"Wodonga, Victoria, Australia"
144954,AUS,Australia,Victoria,Wollert,Oceania,"Wollert, Victoria, Australia"
144955,AUS,Australia,Victoria,Wonthaggi - Inverloch,Oceania,"Wonthaggi - Inverloch, Victoria, Australia"
144959,AUS,Australia,Victoria,Yackandandah,Oceania,"Yackandandah, Victoria, Australia"
144960,AUS,Australia,Victoria,Yallourn North - Glengarry,Oceania,"Yallourn North - Glengarry, Victoria, Australia"
144961,AUS,Australia,Victoria,Yarra Valley,Oceania,"Yarra Valley, Victoria, Australia"
144962,AUS,Australia,Victoria,Yarram,Oceania,"Yarram, Victoria, Australia"
144963,AUS,Australia,Victoria,Yarraville,Oceania,"Yarraville, Victoria, Australia"
144965,AUS,Australia,Victoria,Yarriambiack,Oceania,"Yarriambiack, Victoria, Australia"
144966,AUS,Australia,Victoria,Yea,Oceania,"Yea, Victoria, Australia"
144967,AUS,Australia,Western Australia,Albany,Oceania,"Albany, Western Australia, Australia"
144968,AUS,Australia,Western Australia,Albany Surrounds,Oceania,"Albany Surrounds, Western Australia, Australia"
144969,AUS,Australia,Western Australia,Alexander Heights - Koondoola,Oceania,"Alexander Heights - Koondoola, Western Australia, Australia"
144970,AUS,Australia,Western Australia,Alkimos - Eglinton,Oceania,"Alkimos - Eglinton, Western Australia, Australia"
144971,AUS,Australia,Western Australia,Applecross - Ardross,Oceania,"Applecross - Ardross, Western Australia, Australia"
144972,AUS,Australia,Western Australia,Armadale - Wungong - Brookdale,Oceania,"Armadale - Wungong - Brookdale, Western Australia, Australia"
144973,AUS,Australia,Western Australia,Ashburton (Wa),Oceania,"Ashburton (Wa), Western Australia, Australia"
144974,AUS,Australia,Western Australia,Ashendon - Lesley,Oceania,"Ashendon - Lesley, Western Australia, Australia"
144975,AUS,Australia,Western Australia,Augusta,Oceania,"Augusta, Western Australia, Australia"
144976,AUS,Australia,Western Australia,Australind - Leschenault,Oceania,"Australind - Leschenault, Western Australia, Australia"
144977,AUS,Australia,Western Australia,Aveley,Oceania,"Aveley, Western Australia, Australia"
144978,AUS,Australia,Western Australia,Avon Valley National Park,Oceania,"Avon Valley National Park, Western Australia, Australia"
144979,AUS,Australia,Western Australia,Balcatta - Hamersley,Oceania,"Balcatta - Hamersley, Western Australia, Australia"
144980,AUS,Australia,Western Australia,Baldivis - North,Oceania,"Baldivis - North, Western Australia, Australia"
144981,AUS,Australia,Western Australia,Baldivis - South,Oceania,"Baldivis - South, Western Australia, Australia"
144984,AUS,Australia,Western Australia,Banjup,Oceania,"Banjup, Western Australia, Australia"
144985,AUS,Australia,Western Australia,Bassendean - Eden Hill - Ashfield,Oceania,"Bassendean - Eden Hill - Ashfield, Western Australia, Australia"
144986,AUS,Australia,Western Australia,Bateman,Oceania,"Bateman, Western Australia, Australia"
144988,AUS,Australia,Western Australia,Bayswater - Embleton - Bedford,Oceania,"Bayswater - Embleton - Bedford, Western Australia, Australia"
144989,AUS,Australia,Western Australia,Beckenham - Kenwick - Langford,Oceania,"Beckenham - Kenwick - Langford, Western Australia, Australia"
144987,AUS,Australia,Western Australia,Bayonet Head - Lower King,Oceania,"Bayonet Head - Lower King, Western Australia, Australia"
144990,AUS,Australia,Western Australia,Beechboro,Oceania,"Beechboro, Western Australia, Australia"
144991,AUS,Australia,Western Australia,Beeliar - Wattleup,Oceania,"Beeliar - Wattleup, Western Australia, Australia"
144992,AUS,Australia,Western Australia,Belmont - Ascot - Redcliffe,Oceania,"Belmont - Ascot - Redcliffe, Western Australia, Australia"
144993,AUS,Australia,Western Australia,Bentley - Wilson - St James,Oceania,"Bentley - Wilson - St James, Western Australia, Australia"
144994,AUS,Australia,Western Australia,Bibra Industrial,Oceania,"Bibra Industrial, Western Australia, Australia"
144995,AUS,Australia,Western Australia,Bibra Lake,Oceania,"Bibra Lake, Western Australia, Australia"
144996,AUS,Australia,Western Australia,Bicton - Palmyra,Oceania,"Bicton - Palmyra, Western Australia, Australia"
144997,AUS,Australia,Western Australia,Booragoon,Oceania,"Booragoon, Western Australia, Australia"
